<INSTANCE_NAME>	R101n35c35
<NUMBER_OF_NODES>	36
<NUMBER_OF_COMMODITIES>	35
<VEHICLE_CAPACITY>	166
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	35	35	0
1	41	49	10
2	35	17	7
3	55	45	13
4	55	20	19
5	15	30	26
6	25	30	3
7	20	50	5
8	10	43	9
9	55	60	16
10	30	60	16
11	20	65	12
12	50	35	19
13	30	25	23
14	15	10	20
15	30	5	8
16	10	20	19
17	5	30	2
18	20	40	12
19	15	60	17
20	45	65	9
21	45	20	11
22	45	10	18
23	55	5	29
24	65	35	3
25	65	20	6
26	45	30	17
27	35	40	16
28	41	37	16
29	64	42	9
30	40	60	21
31	31	52	27
32	35	69	23
33	53	52	11
34	65	55	14
35	63	65	8
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	7	10
2	7	3	6
3	13	11	13
4	19	11	13
5	26	10	13
6	3	0	2
7	5	5	10
8	9	0	1
9	16	3	7
10	16	3	7
11	12	0	1
12	19	0	2
13	23	11	13
14	20	7	10
15	8	5	10
16	19	13	16
17	2	0	4
18	12	0	2
19	17	4	7
20	9	11	13
21	11	5	10
22	18	3	7
23	29	3	6
24	3	13	16
25	6	5	10
26	17	10	13
27	16	0	1
28	16	10	13
29	9	4	7
30	21	11	13
31	27	0	4
32	23	0	2
33	11	5	10
34	14	3	7
35	8	7	10
