<INSTANCE_NAME>	R101n35c85
<NUMBER_OF_NODES>	36
<NUMBER_OF_COMMODITIES>	85
<VEHICLE_CAPACITY>	132
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	35	35	0
1	41	49	10
2	35	17	7
3	55	45	13
4	55	20	19
5	15	30	26
6	25	30	3
7	20	50	5
8	10	43	9
9	55	60	16
10	30	60	16
11	20	65	12
12	50	35	19
13	30	25	23
14	15	10	20
15	30	5	8
16	10	20	19
17	5	30	2
18	20	40	12
19	15	60	17
20	45	65	9
21	45	20	11
22	45	10	18
23	55	5	29
24	65	35	3
25	65	20	6
26	45	30	17
27	35	40	16
28	41	37	16
29	64	42	9
30	40	60	21
31	31	52	27
32	35	69	23
33	53	52	11
34	65	55	14
35	63	65	8
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	6	3	6
1	4	7	10
2	3	0	1
2	1	5	10
2	3	11	13
3	8	0	2
3	5	13	16
4	11	5	10
4	8	7	10
5	15	10	13
5	11	13	16
6	3	13	16
7	1	3	7
7	4	0	1
8	3	3	6
8	6	0	4
9	8	4	7
9	8	7	10
10	6	11	13
10	5	0	2
10	5	4	7
11	4	0	1
11	4	0	2
11	4	4	7
12	4	0	2
12	15	13	16
13	8	0	2
13	9	11	13
13	6	10	13
14	6	0	2
14	9	5	10
14	5	3	6
15	2	0	4
15	3	7	10
15	3	0	2
16	4	13	16
16	12	7	10
16	3	3	7
17	1	5	10
17	1	3	6
18	2	13	16
18	8	7	10
18	2	0	1
19	5	10	13
19	7	3	6
19	5	3	7
20	4	0	1
20	3	13	16
20	2	5	10
21	3	0	4
21	8	7	10
22	8	0	1
22	6	13	16
22	4	11	13
23	15	13	16
23	14	4	7
24	1	0	4
24	2	5	10
25	4	13	16
25	1	0	1
25	1	3	6
26	8	0	1
26	9	4	7
27	6	0	4
27	10	0	1
28	7	3	6
28	4	0	4
28	5	4	7
29	3	5	10
29	6	3	6
30	7	3	7
30	7	0	1
30	7	11	13
31	13	11	13
31	14	4	7
32	9	0	4
32	7	11	13
32	7	13	16
33	7	10	13
33	4	0	1
34	6	4	7
34	8	0	2
35	3	11	13
35	4	10	13
35	1	3	7
