<INSTANCE_NAME>	C101n25c61
<NUMBER_OF_NODES>	26
<NUMBER_OF_COMMODITIES>	61
<VEHICLE_CAPACITY>	158
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	45	68	10
2	45	70	30
3	42	66	10
4	42	68	10
5	42	65	10
6	40	69	20
7	40	66	20
8	38	68	20
9	38	70	10
10	35	66	10
11	35	69	10
12	25	85	20
13	22	75	30
14	22	85	10
15	20	80	40
16	20	85	40
17	18	75	20
18	15	75	20
19	15	80	10
20	30	50	10
21	30	52	20
22	28	52	20
23	28	55	10
24	25	50	10
25	25	52	40
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	5	0	1
1	2	3	6
1	3	3	7
2	11	5	10
2	10	0	1
2	9	3	7
3	5	10	13
3	5	5	10
4	4	4	7
4	4	0	2
4	2	5	10
5	2	4	7
5	5	7	10
5	3	10	13
6	3	4	7
6	5	0	1
6	12	5	10
7	7	3	7
7	7	3	6
7	6	0	1
8	9	0	1
8	11	0	4
9	4	4	7
9	6	10	13
10	4	13	16
10	3	3	7
10	3	7	10
11	7	0	4
11	3	3	6
12	6	4	7
12	5	10	13
12	9	11	13
13	16	4	7
13	14	0	2
14	4	4	7
14	6	11	13
15	14	0	1
15	13	10	13
15	13	13	16
16	19	11	13
16	21	3	6
17	10	7	10
17	10	3	7
18	14	11	13
18	6	0	2
19	5	10	13
19	5	11	13
20	3	3	7
20	7	13	16
21	5	3	6
21	9	0	4
21	6	5	10
22	11	0	4
22	5	3	7
22	4	3	6
23	2	7	10
23	8	5	10
24	4	4	7
24	6	11	13
25	23	13	16
25	17	4	7
