<INSTANCE_NAME>	RC101n25c64
<NUMBER_OF_NODES>	26
<NUMBER_OF_COMMODITIES>	64
<VEHICLE_CAPACITY>	195
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	25	85	20
2	22	75	30
3	22	85	10
4	20	80	40
5	20	85	20
6	18	75	20
7	15	75	20
8	15	80	10
9	10	35	20
10	10	40	30
11	8	40	40
12	8	45	20
13	5	35	10
14	5	45	10
15	2	40	20
16	0	40	20
17	0	45	20
18	44	5	20
19	42	10	40
20	42	15	10
21	40	5	10
22	40	15	40
23	38	5	30
24	38	15	10
25	35	5	20
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	9	4	7
1	11	0	1
2	11	5	10
2	4	0	4
2	15	11	13
3	8	5	10
3	2	11	13
4	21	0	4
4	19	7	10
5	8	10	13
5	7	11	13
5	5	3	7
6	3	7	10
6	10	3	7
6	7	13	16
7	9	5	10
7	6	10	13
7	5	3	7
8	1	0	4
8	3	0	1
8	6	7	10
9	8	10	13
9	12	4	7
10	10	3	7
10	20	0	1
11	26	0	2
11	14	7	10
12	14	0	2
12	6	5	10
13	4	0	4
13	3	3	6
13	3	3	7
14	2	7	10
14	8	0	1
15	5	3	6
15	8	0	2
15	7	7	10
16	8	7	10
16	5	11	13
16	7	10	13
17	6	5	10
17	7	13	16
17	7	0	2
18	6	0	1
18	3	5	10
18	11	11	13
19	18	10	13
19	9	7	10
19	13	3	6
20	5	0	2
20	3	0	1
20	2	4	7
21	4	11	13
21	6	3	7
22	13	0	4
22	14	10	13
22	13	4	7
23	16	13	16
23	14	4	7
24	7	5	10
24	3	3	6
25	7	3	6
25	5	7	10
25	8	0	4
