<INSTANCE_NAME>	R101n50c50
<NUMBER_OF_NODES>	51
<NUMBER_OF_COMMODITIES>	50
<VEHICLE_CAPACITY>	635
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	35	35	0
1	41	49	10
2	35	17	7
3	55	45	13
4	55	20	19
5	15	30	26
6	25	30	3
7	20	50	5
8	10	43	9
9	55	60	16
10	30	60	16
11	20	65	12
12	50	35	19
13	30	25	23
14	15	10	20
15	30	5	8
16	10	20	19
17	5	30	2
18	20	40	12
19	15	60	17
20	45	65	9
21	45	20	11
22	45	10	18
23	55	5	29
24	65	35	3
25	65	20	6
26	45	30	17
27	35	40	16
28	41	37	16
29	64	42	9
30	40	60	21
31	31	52	27
32	35	69	23
33	53	52	11
34	65	55	14
35	63	65	8
36	2	60	5
37	20	20	8
38	5	5	16
39	60	12	31
40	40	25	9
41	42	7	5
42	24	12	5
43	23	3	7
44	11	14	18
45	6	38	16
46	2	48	1
47	8	56	27
48	13	52	36
49	6	68	30
50	47	47	13
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	3	7
2	7	3	7
3	13	3	7
4	19	0	4
5	26	3	7
6	3	0	1
7	5	3	7
8	9	4	7
9	16	13	16
10	16	0	4
11	12	3	6
12	19	13	16
13	23	7	10
14	20	0	2
15	8	11	13
16	19	5	10
17	2	3	6
18	12	3	7
19	17	13	16
20	9	4	7
21	11	11	13
22	18	4	7
23	29	0	1
24	3	3	7
25	6	0	1
26	17	3	7
27	16	5	10
28	16	11	13
29	9	4	7
30	21	13	16
31	27	0	1
32	23	3	6
33	11	0	4
34	14	5	10
35	8	0	4
36	5	3	6
37	8	0	4
38	16	0	1
39	31	0	1
40	9	3	7
41	5	11	13
42	5	3	6
43	7	4	7
44	18	10	13
45	16	13	16
46	1	7	10
47	27	0	4
48	36	0	4
49	30	13	16
50	13	13	16
