<INSTANCE_NAME>	C101n40c40
<NUMBER_OF_NODES>	41
<NUMBER_OF_COMMODITIES>	40
<VEHICLE_CAPACITY>	270
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	45	68	10
2	45	70	30
3	42	66	10
4	42	68	10
5	42	65	10
6	40	69	20
7	40	66	20
8	38	68	20
9	38	70	10
10	35	66	10
11	35	69	10
12	25	85	20
13	22	75	30
14	22	85	10
15	20	80	40
16	20	85	40
17	18	75	20
18	15	75	20
19	15	80	10
20	30	50	10
21	30	52	20
22	28	52	20
23	28	55	10
24	25	50	10
25	25	52	40
26	25	55	10
27	23	52	10
28	23	55	20
29	20	50	10
30	20	55	10
31	10	35	20
32	10	40	30
33	8	40	40
34	8	45	20
35	5	35	10
36	5	45	10
37	2	40	20
38	0	40	30
39	0	45	20
40	35	30	10
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	4	7
2	30	11	13
3	10	0	1
4	10	10	13
5	10	11	13
6	20	3	7
7	20	0	1
8	20	4	7
9	10	3	6
10	10	0	2
11	10	4	7
12	20	4	7
13	30	13	16
14	10	5	10
15	40	11	13
16	40	4	7
17	20	4	7
18	20	4	7
19	10	0	2
20	10	10	13
21	20	11	13
22	20	5	10
23	10	7	10
24	10	10	13
25	40	0	1
26	10	0	4
27	10	0	2
28	20	4	7
29	10	0	4
30	10	11	13
31	20	11	13
32	30	0	1
33	40	7	10
34	20	5	10
35	10	11	13
36	10	4	7
37	20	10	13
38	30	10	13
39	20	13	16
40	10	3	7
