<INSTANCE_NAME>	RC101n45c45
<NUMBER_OF_NODES>	46
<NUMBER_OF_COMMODITIES>	45
<VEHICLE_CAPACITY>	720
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	25	85	20
2	22	75	30
3	22	85	10
4	20	80	40
5	20	85	20
6	18	75	20
7	15	75	20
8	15	80	10
9	10	35	20
10	10	40	30
11	8	40	40
12	8	45	20
13	5	35	10
14	5	45	10
15	2	40	20
16	0	40	20
17	0	45	20
18	44	5	20
19	42	10	40
20	42	15	10
21	40	5	10
22	40	15	40
23	38	5	30
24	38	15	10
25	35	5	20
26	95	30	30
27	95	35	20
28	92	30	10
29	90	35	10
30	88	30	10
31	88	35	20
32	87	30	10
33	85	25	10
34	85	35	30
35	67	85	20
36	65	85	40
37	65	82	10
38	62	80	30
39	60	80	10
40	60	85	30
41	58	75	20
42	55	80	10
43	55	85	20
44	55	82	10
45	20	82	10
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	20	0	2
2	30	13	16
3	10	3	7
4	40	0	1
5	20	4	7
6	20	7	10
7	20	3	6
8	10	5	10
9	20	11	13
10	30	5	10
11	40	0	2
12	20	0	1
13	10	3	7
14	10	0	2
15	20	0	1
16	20	13	16
17	20	5	10
18	20	0	2
19	40	5	10
20	10	7	10
21	10	13	16
22	40	0	2
23	30	7	10
24	10	5	10
25	20	5	10
26	30	11	13
27	20	3	6
28	10	0	2
29	10	3	7
30	10	5	10
31	20	13	16
32	10	7	10
33	10	5	10
34	30	0	2
35	20	10	13
36	40	5	10
37	10	0	2
38	30	0	2
39	10	11	13
40	30	7	10
41	20	11	13
42	10	0	4
43	20	0	1
44	10	13	16
45	10	0	4
