<INSTANCE_NAME>	C101n30c75
<NUMBER_OF_NODES>	31
<NUMBER_OF_COMMODITIES>	75
<VEHICLE_CAPACITY>	283
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	45	68	10
2	45	70	30
3	42	66	10
4	42	68	10
5	42	65	10
6	40	69	20
7	40	66	20
8	38	68	20
9	38	70	10
10	35	66	10
11	35	69	10
12	25	85	20
13	22	75	30
14	22	85	10
15	20	80	40
16	20	85	40
17	18	75	20
18	15	75	20
19	15	80	10
20	30	50	10
21	30	52	20
22	28	52	20
23	28	55	10
24	25	50	10
25	25	52	40
26	25	55	10
27	23	52	10
28	23	55	20
29	20	50	10
30	20	55	10
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	6	10	13
1	4	7	10
2	15	11	13
2	15	13	16
3	1	10	13
3	4	4	7
3	5	0	4
4	2	13	16
4	4	11	13
4	4	3	7
5	2	0	1
5	5	13	16
5	3	5	10
6	3	0	1
6	17	3	7
7	8	3	7
7	4	5	10
7	8	0	2
8	6	0	4
8	7	11	13
8	7	0	1
9	7	3	7
9	3	13	16
10	2	13	16
10	8	3	7
11	5	4	7
11	3	5	10
11	2	0	1
12	10	3	6
12	10	11	13
13	17	7	10
13	13	5	10
14	5	5	10
14	5	11	13
15	14	13	16
15	16	3	7
15	10	5	10
16	16	0	2
16	17	5	10
16	7	4	7
17	14	3	6
17	6	0	1
18	10	3	7
18	10	11	13
19	6	0	1
19	1	11	13
19	3	7	10
20	1	7	10
20	9	3	7
21	9	5	10
21	11	10	13
22	7	7	10
22	7	5	10
22	6	10	13
23	3	10	13
23	4	13	16
23	3	7	10
24	3	0	4
24	3	3	7
24	4	3	6
25	11	7	10
25	16	5	10
25	13	4	7
26	3	10	13
26	3	11	13
26	4	7	10
27	6	7	10
27	4	0	1
28	12	3	7
28	8	5	10
29	5	0	2
29	5	7	10
30	6	3	6
30	2	7	10
30	2	3	7
