<INSTANCE_NAME>	RC101n15c38
<NUMBER_OF_NODES>	16
<NUMBER_OF_COMMODITIES>	38
<VEHICLE_CAPACITY>	215
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	25	85	20
2	22	75	30
3	22	85	10
4	20	80	40
5	20	85	20
6	18	75	20
7	15	75	20
8	15	80	10
9	10	35	20
10	10	40	30
11	8	40	40
12	8	45	20
13	5	35	10
14	5	45	10
15	2	40	20
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	7	3	6
1	13	0	1
2	17	4	7
2	13	3	7
3	4	13	16
3	5	5	10
3	1	11	13
4	17	3	7
4	8	5	10
4	15	0	1
5	13	5	10
5	7	3	6
6	9	7	10
6	11	3	6
7	5	0	4
7	5	13	16
7	10	11	13
8	4	5	10
8	6	0	2
9	6	10	13
9	9	0	2
9	5	3	7
10	16	3	6
10	14	5	10
11	23	3	6
11	17	11	13
12	7	4	7
12	8	7	10
12	5	0	1
13	3	0	2
13	2	5	10
13	5	3	6
14	5	13	16
14	2	7	10
14	3	3	6
15	5	11	13
15	4	4	7
15	11	10	13
