<INSTANCE_NAME>	RC101n10c24
<NUMBER_OF_NODES>	11
<NUMBER_OF_COMMODITIES>	24
<VEHICLE_CAPACITY>	75
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	25	85	20
2	22	75	30
3	22	85	10
4	20	80	40
5	20	85	20
6	18	75	20
7	15	75	20
8	15	80	10
9	10	35	20
10	10	40	30
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	10	13
1	10	7	10
2	6	13	16
2	16	3	7
2	8	7	10
3	4	13	16
3	6	7	10
4	21	4	7
4	19	0	4
5	6	4	7
5	5	10	13
5	9	0	1
6	4	3	6
6	10	7	10
6	6	4	7
7	9	3	6
7	11	0	2
8	5	4	7
8	5	7	10
9	8	3	7
9	3	0	1
9	9	10	13
10	11	0	2
10	19	13	16
