<INSTANCE_NAME>	C101n45c45
<NUMBER_OF_NODES>	46
<NUMBER_OF_COMMODITIES>	45
<VEHICLE_CAPACITY>	550
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	45	68	10
2	45	70	30
3	42	66	10
4	42	68	10
5	42	65	10
6	40	69	20
7	40	66	20
8	38	68	20
9	38	70	10
10	35	66	10
11	35	69	10
12	25	85	20
13	22	75	30
14	22	85	10
15	20	80	40
16	20	85	40
17	18	75	20
18	15	75	20
19	15	80	10
20	30	50	10
21	30	52	20
22	28	52	20
23	28	55	10
24	25	50	10
25	25	52	40
26	25	55	10
27	23	52	10
28	23	55	20
29	20	50	10
30	20	55	10
31	10	35	20
32	10	40	30
33	8	40	40
34	8	45	20
35	5	35	10
36	5	45	10
37	2	40	20
38	0	40	30
39	0	45	20
40	35	30	10
41	35	32	10
42	33	32	20
43	33	35	10
44	32	30	10
45	30	30	10
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	0	2
2	30	4	7
3	10	7	10
4	10	13	16
5	10	0	1
6	20	3	7
7	20	7	10
8	20	11	13
9	10	5	10
10	10	3	7
11	10	10	13
12	20	3	6
13	30	13	16
14	10	11	13
15	40	3	6
16	40	11	13
17	20	0	4
18	20	0	1
19	10	3	6
20	10	5	10
21	20	7	10
22	20	4	7
23	10	5	10
24	10	0	2
25	40	0	1
26	10	0	2
27	10	0	1
28	20	13	16
29	10	5	10
30	10	0	4
31	20	0	2
32	30	0	1
33	40	7	10
34	20	7	10
35	10	10	13
36	10	7	10
37	20	0	1
38	30	5	10
39	20	10	13
40	10	5	10
41	10	13	16
42	20	0	4
43	10	7	10
44	10	0	1
45	10	4	7
