<INSTANCE_NAME>	R101n30c30
<NUMBER_OF_NODES>	31
<NUMBER_OF_COMMODITIES>	30
<VEHICLE_CAPACITY>	139
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	35	35	0
1	41	49	10
2	35	17	7
3	55	45	13
4	55	20	19
5	15	30	26
6	25	30	3
7	20	50	5
8	10	43	9
9	55	60	16
10	30	60	16
11	20	65	12
12	50	35	19
13	30	25	23
14	15	10	20
15	30	5	8
16	10	20	19
17	5	30	2
18	20	40	12
19	15	60	17
20	45	65	9
21	45	20	11
22	45	10	18
23	55	5	29
24	65	35	3
25	65	20	6
26	45	30	17
27	35	40	16
28	41	37	16
29	64	42	9
30	40	60	21
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	4	7
2	7	3	6
3	13	0	1
4	19	0	2
5	26	13	16
6	3	7	10
7	5	3	6
8	9	0	2
9	16	13	16
10	16	10	13
11	12	3	7
12	19	11	13
13	23	3	7
14	20	13	16
15	8	5	10
16	19	7	10
17	2	7	10
18	12	3	6
19	17	13	16
20	9	0	4
21	11	3	6
22	18	3	7
23	29	7	10
24	3	3	6
25	6	5	10
26	17	7	10
27	16	0	4
28	16	13	16
29	9	13	16
30	21	3	6
