<INSTANCE_NAME>	C101n35c88
<NUMBER_OF_NODES>	36
<NUMBER_OF_COMMODITIES>	88
<VEHICLE_CAPACITY>	217
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	45	68	10
2	45	70	30
3	42	66	10
4	42	68	10
5	42	65	10
6	40	69	20
7	40	66	20
8	38	68	20
9	38	70	10
10	35	66	10
11	35	69	10
12	25	85	20
13	22	75	30
14	22	85	10
15	20	80	40
16	20	85	40
17	18	75	20
18	15	75	20
19	15	80	10
20	30	50	10
21	30	52	20
22	28	52	20
23	28	55	10
24	25	50	10
25	25	52	40
26	25	55	10
27	23	52	10
28	23	55	20
29	20	50	10
30	20	55	10
31	10	35	20
32	10	40	30
33	8	40	40
34	8	45	20
35	5	35	10
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	3	0	1
1	7	7	10
2	10	0	4
2	10	0	2
2	10	11	13
3	5	10	13
3	2	11	13
3	3	0	2
4	3	11	13
4	3	5	10
4	4	0	2
5	5	11	13
5	5	0	1
6	11	13	16
6	9	0	1
7	6	0	1
7	14	11	13
8	10	0	4
8	10	0	2
9	4	3	7
9	6	0	1
10	10	7	10
11	3	0	2
11	4	11	13
11	3	0	4
12	7	5	10
12	8	0	2
12	5	11	13
13	16	11	13
13	14	5	10
14	6	4	7
14	3	11	13
14	1	3	6
15	9	7	10
15	19	3	7
15	12	11	13
16	11	7	10
16	12	5	10
16	17	13	16
17	11	11	13
17	9	3	7
18	8	5	10
18	6	11	13
18	6	10	13
19	8	0	2
19	2	4	7
20	3	3	6
20	4	5	10
20	3	11	13
21	13	4	7
21	7	13	16
22	9	0	2
22	4	13	16
22	7	3	7
23	6	0	2
23	3	11	13
23	1	5	10
24	5	5	10
24	5	3	7
25	18	3	6
25	9	4	7
25	13	0	2
26	7	10	13
26	3	5	10
27	2	11	13
27	4	13	16
27	4	3	6
28	9	5	10
28	11	7	10
29	3	3	6
29	3	7	10
29	4	0	4
30	5	3	6
30	2	0	4
30	3	7	10
31	11	7	10
31	9	11	13
32	4	3	6
32	12	4	7
32	14	0	1
33	21	3	6
33	19	10	13
34	2	11	13
34	12	10	13
34	6	0	2
35	5	0	1
35	4	3	6
35	1	11	13
