<INSTANCE_NAME>	R101n15c15
<NUMBER_OF_NODES>	16
<NUMBER_OF_COMMODITIES>	15
<VEHICLE_CAPACITY>	84
<NUMBER_OF_VEHICLES>	3
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	35	35	0
1	41	49	10
2	35	17	7
3	55	45	13
4	55	20	19
5	15	30	26
6	25	30	3
7	20	50	5
8	10	43	9
9	55	60	16
10	30	60	16
11	20	65	12
12	50	35	19
13	30	25	23
14	15	10	20
15	30	5	8
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	0	2
2	7	5	10
3	13	4	7
4	19	11	13
5	26	0	2
6	3	3	6
7	5	0	2
8	9	3	7
9	16	4	7
10	16	4	7
11	12	0	1
12	19	4	7
13	23	0	1
14	20	13	16
15	8	0	2
