<INSTANCE_NAME>	C101n25c25
<NUMBER_OF_NODES>	26
<NUMBER_OF_COMMODITIES>	25
<VEHICLE_CAPACITY>	170
<NUMBER_OF_VEHICLES>	4
<VERTICES> NODE - XCOORD - YCOORD - DEMAND </VERTICES>
0	40	50	0
1	45	68	10
2	45	70	30
3	42	66	10
4	42	68	10
5	42	65	10
6	40	69	20
7	40	66	20
8	38	68	20
9	38	70	10
10	35	66	10
11	35	69	10
12	25	85	20
13	22	75	30
14	22	85	10
15	20	80	40
16	20	85	40
17	18	75	20
18	15	75	20
19	15	80	10
20	30	50	10
21	30	52	20
22	28	52	20
23	28	55	10
24	25	50	10
25	25	52	40
<COMMODITIES> NODE - DEMAND    - MIN_TEMP - MAX_TEMP </COMMODITIES>
1	10	11	13
2	30	0	1
3	10	0	1
4	10	7	10
5	10	13	16
6	20	4	7
7	20	0	4
8	20	11	13
9	10	13	16
10	10	7	10
11	10	10	13
12	20	0	4
13	30	11	13
14	10	0	4
15	40	13	16
16	40	0	4
17	20	3	7
18	20	10	13
19	10	4	7
20	10	0	1
21	20	0	4
22	20	3	7
23	10	3	6
24	10	0	4
25	40	3	7
